wateryear,region,surfdiv,pumping,et,gwstor,model
1979,15,1079.90988,1566.300224,2413.561708,-196.760985,cvhm
1980,15,1074.929666,1423.614489,2383.870604,-35.16877737,cvhm
1981,15,890.6096715,1876.80384,2477.71628,-469.5678869,cvhm
1982,15,1112.786387,1154.457308,2340.815622,42.97092271,cvhm
1983,15,804.425241,1246.068035,2359.078828,408.6208535,cvhm
1984,15,910.42162,1853.293122,2412.602286,-367.4070942,cvhm
1985,15,888.3764647,1783.571683,2356.646913,-449.705886,cvhm
1986,15,1060.757072,1400.914486,2402.13238,47.2118698,cvhm
1987,15,602.9218888,2013.003859,2385.993723,-519.3302411,cvhm
1988,15,505.167187,2080.293154,2444.586838,-621.6275766,cvhm
1989,15,570.9123168,2165.418166,2379.976454,-710.9950827,cvhm
1990,15,328.563209,2370.52891,2383.503298,-844.2021535,cvhm
1991,15,265.8681655,2471.86821,2379.832624,-148.9579823,cvhm
1992,15,252.9195063,2397.282485,2405.597333,-897.0034601,cvhm
1993,15,995.6173708,1403.346629,2249.464463,119.4899771,cvhm
1994,15,466.6096594,1827.350261,2260.89301,-563.3861934,cvhm
1995,15,1137.96899,1081.493012,2157.638165,1140.453265,cvhm
1996,15,1228.423721,1169.050167,2254.328605,46.45574441,cvhm
1997,15,949.8062604,1410.643059,2197.260866,245.9332618,cvhm
1998,15,863.2842379,988.2608555,2130.90329,1060.710889,cvhm
1999,15,733.3255503,1178.77874,1861.935711,-176.0453209,cvhm
2000,15,758.8156027,1102.571586,1862.650632,-86.90817598,cvhm
2001,15,459.1478243,1368.48591,1904.021649,-342.0931619,cvhm
2002,15,544.3972567,1472.257353,1844.676925,-368.3388681,cvhm
2003,15,587.2819265,1253.364465,1855.903199,-211.692966,cvhm
1975,16,545.4451545,64.85213701,637.208194,-86.25755781,cvhm
1976,16,325.7621775,302.5836959,614.2699273,-280.8420397,cvhm
1977,16,303.6629616,360.8936232,615.6427895,-432.2771482,cvhm
1978,16,296.1191139,77.74651295,507.5422271,-21.0228793,cvhm
1979,16,308.8507073,0,424.657552,-60.75682336,cvhm
1980,16,321.977754,26.18747315,420.8712215,-62.41510389,cvhm
1981,16,268.8883832,47.77443769,418.1725917,-159.9193126,cvhm
1982,16,265.9964194,18.69578622,473.2273199,-115.3666283,cvhm
1983,16,279.2931009,0,502.4636713,148.9182559,cvhm
1984,16,336.3726366,0,393.8219734,-101.7803246,cvhm
1985,16,271.1870616,30.28595953,419.1577837,-181.3076422,cvhm
1986,16,310.2115732,15.8934198,463.2645399,-74.1514365,cvhm
1987,16,214.1284933,96.96565986,405.3964295,-220.2474694,cvhm
1988,16,202.4297757,111.9561051,428.7231324,-330.9890006,cvhm
1989,16,228.0439905,98.56149047,426.5310913,-347.313752,cvhm
1990,16,206.5030775,103.2944906,409.9145382,-363.1030967,cvhm
1991,16,273.0835121,66.53562662,379.406296,-277.0177105,cvhm
1992,16,241.1871323,86.95846646,423.0585159,-328.058417,cvhm
1993,16,291.253849,16.75281049,438.4664739,-88.244728,cvhm
1994,16,219.7607242,57.53185043,433.8341232,-254.5980526,cvhm
1995,16,279.5693767,13.70800734,467.0597953,11.58453528,cvhm
1996,16,281.2628937,13.07109324,423.1641359,-37.84392717,cvhm
1997,16,308.7755843,1.554553121,391.755893,14.22196601,cvhm
1998,16,229.3516161,9.833847226,494.3861505,66.6828446,cvhm
1999,16,332.8349004,4.877754292,399.4554823,-71.51213016,cvhm
2000,16,300.3298222,17.35091875,445.3935982,16.12003901,cvhm
2001,16,323.4240174,23.15548844,452.6785955,-97.79348628,cvhm
2002,16,319.3218656,42.25457234,430.6859008,-155.4756192,cvhm
2003,16,299.4605434,21.20715688,463.0062175,-165.9945282,cvhm
1975,17,437.5357895,466.1170335,881.8233746,-170.756575,cvhm
1976,17,71.55491316,840.7361212,864.8192512,-567.5618824,cvhm
1977,17,60.64654233,945.6124598,876.2126138,-652.0571146,cvhm
1978,17,722.3945435,183.2214547,890.7009583,400.3270507,cvhm
1979,17,561.5776068,279.6964685,874.7060842,158.2182438,cvhm
1980,17,646.0966271,222.9464604,853.3113393,118.1216305,cvhm
1981,17,368.7199502,579.6607971,894.5174158,-252.2060037,cvhm
1982,17,593.5522826,181.6000259,869.5520471,79.18829817,cvhm
1983,17,600.6639993,143.4964491,862.6894166,411.2814669,cvhm
1984,17,569.2464677,341.310763,863.9905936,-53.47904492,cvhm
1985,17,394.1390597,478.3214969,859.480304,-299.6785113,cvhm
1986,17,616.4880079,265.1036093,877.9035624,75.43944329,cvhm
1987,17,263.39716,611.2786588,866.7679875,-353.5081294,cvhm
1988,17,169.7267758,710.1858157,880.3512758,-524.237353,cvhm
1989,17,245.5403187,648.5715212,865.0262619,-485.8348843,cvhm
1990,17,158.9812112,715.0501022,855.7970453,-524.4039967,cvhm
1991,17,281.3585722,659.9215228,840.3114734,-348.2814347,cvhm
1992,17,176.7986439,736.939391,868.203228,-451.7352076,cvhm
1993,17,515.1885193,179.9785971,711.3128382,193.8530275,cvhm
1994,17,258.5129107,332.3929046,709.4862798,-128.2620721,cvhm
1995,17,539.9515235,115.9321594,693.1458626,336.9583326,cvhm
1996,17,434.4892067,184.0321691,696.2698752,197.5759699,cvhm
1997,17,481.9287263,184.0321691,677.3906027,184.4130675,cvhm
1998,17,457.0446643,70.53215293,696.4304906,308.7331366,cvhm
1999,17,504.8775835,227.8107468,766.2946011,4.399555982,cvhm
2000,17,484.9562924,296.721471,826.2709233,-61.33138918,cvhm
2001,17,360.3620772,415.896488,828.3562145,-285.5472954,cvhm
2002,17,456.751759,370.4964815,827.4144533,-196.9200101,cvhm
2003,17,410.1626451,343.7429062,831.1476055,-228.1658076,cvhm
1975,18,973.8039155,1281.739469,2144.792143,-349.2238193,cvhm
1976,18,354.7628514,1816.810974,2128.290156,-790.8768418,cvhm
1977,18,184.4045986,2243.246749,2083.667211,-1007.040488,cvhm
1978,18,1248.050614,975.289425,2331.358588,203.909142,cvhm
1979,18,1054.544174,1407.400201,2420.773765,-281.3250869,cvhm
1980,18,1258.35225,1158.51088,2390.456923,-192.3478828,cvhm
1981,18,590.6008113,1970.035996,2481.485575,-737.4068947,cvhm
1982,18,1260.457396,903.1358433,2364.347015,-158.2716244,cvhm
1983,18,1139.822191,886.9215553,2362.478268,201.1179169,cvhm
1984,18,1036.185289,1562.246652,2396.28075,-450.7802847,cvhm
1985,18,688.4185697,1747.089535,2350.503231,-730.8255931,cvhm
1986,18,1157.006527,1164.185881,2423.200113,-170.5171311,cvhm
1987,18,439.4949839,2041.378863,2372.721954,-855.5884427,cvhm
1988,18,446.9288462,1945.714564,2416.189434,-848.1222587,cvhm
1989,18,543.9158549,1955.443136,2373.874717,-895.1406538,cvhm
1990,18,306.923235,2210.818173,2332.93149,-1057.790309,cvhm
1991,18,417.9043977,2157.311022,2324.355028,-794.4075799,cvhm
1992,18,331.0937489,2126.503875,2384.698852,-918.7477171,cvhm
1993,18,1174.928648,1038.525148,2256.156065,-48.36370063,cvhm
1994,18,455.1167439,1684.664526,2269.859531,-748.4658957,cvhm
1995,18,1314.312118,733.6965334,2174.134703,283.2778537,cvhm
1996,18,1038.210477,1245.257321,2269.420911,-194.2854698,cvhm
1997,18,1062.446726,1276.875182,2203.041718,-55.3348017,cvhm
1998,18,1021.894054,797.7429711,2191.126606,313.1192972,cvhm
1999,18,754.4912299,1103.3823,1935.996403,-154.8989674,cvhm
2000,18,865.6262465,1002.853715,1946.400992,-127.9141931,cvhm
2001,18,539.2138846,1321.464474,1939.183895,-410.7071222,cvhm
2002,18,600.0974848,1371.728767,1926.255343,-493.2712591,cvhm
2003,18,726.1993201,1067.710867,1925.871579,-351.1177518,cvhm
1975,19,445.4247352,858.5465512,1275.941121,-231.0799193,cvhm
1976,19,339.9348104,900.7037001,1348.768999,-289.313587,cvhm
1977,19,241.8623622,1027.985861,1227.818203,-364.8607818,cvhm
1978,19,479.6846095,674.5143821,1600.40997,29.81123471,cvhm
1979,19,515.8940579,758.8286798,1433.667513,-150.2808624,cvhm
1980,19,549.3491172,659.1108084,1454.379418,-106.4687672,cvhm
1981,19,571.9392729,745.8572494,1421.622109,-183.5688766,cvhm
1982,19,545.5201804,597.4965139,1447.562416,-109.1179454,cvhm
1983,19,719.511125,324.2857606,1552.293742,165.404878,cvhm
1984,19,622.6968266,714.2393877,1339.402315,-190.9764977,cvhm
1985,19,564.9255792,702.0786717,1352.840705,-214.3019579,cvhm
1986,19,552.8760136,676.9465253,1407.388017,-162.2565756,cvhm
1987,19,531.9758464,702.8893861,1351.934465,-183.2371324,cvhm
1988,19,507.5625635,738.5608198,1450.797758,-208.8495415,cvhm
1989,19,541.0864214,750.7215358,1325.023413,-256.0439193,cvhm
1990,19,297.1904527,1016.63586,1225.916986,-454.8499061,cvhm
1991,19,89.38567261,1171.48231,1333.935253,-447.0845542,cvhm
1992,19,197.7253165,1022.31086,1398.801624,-424.3093368,cvhm
1993,19,476.5148666,725.5893894,1385.945265,-98.54686723,cvhm
1994,19,325.8648035,895.8394137,1407.870496,-356.7765282,cvhm
1995,19,495.4281723,664.7858093,1467.975982,4.355122369,cvhm
1996,19,549.8584735,727.2108182,1389.233804,-165.0035178,cvhm
1997,19,596.3832184,678.5679541,1378.797136,-82.93704749,cvhm
1998,19,564.5471442,478.3214969,1634.273421,205.7154387,cvhm
1999,19,546.4154523,503.4536434,1184.466291,-65.54485679,cvhm
2000,19,522.6106575,497.7786425,1161.139462,-161.0449052,cvhm
2001,19,280.2414193,731.2643902,1217.654542,-367.0239045,cvhm
2002,19,394.6092747,722.3465318,1104.870904,-405.444956,cvhm
2003,19,423.3487377,544.8000778,1185.036645,-289.7074075,cvhm
1975,20,643.4008474,228.3159804,884.1577666,-166.59212,cvhm
1976,20,424.426501,437.3503108,866.481432,-468.0206899,cvhm
1977,20,246.0615644,664.9110474,838.0946292,-590.4974553,cvhm
1978,20,734.1182012,88.05540624,967.1058521,86.28328055,cvhm
1979,20,702.2497455,180.8000382,925.532384,11.0755304,cvhm
1980,20,810.6482952,88.48454383,909.4568651,-16.06910523,cvhm
1981,20,563.8621969,288.4350769,927.269103,-163.7624302,cvhm
1982,20,717.8284244,72.54477945,931.3182948,-64.13136023,cvhm
1983,20,743.5627429,27.78319443,967.778539,210.0261275,cvhm
1984,20,781.8511497,155.1807818,892.9924139,-24.7667379,cvhm
1985,20,698.2716917,150.0791627,885.0611881,-172.4804622,cvhm
1986,20,809.743609,76.35448462,929.825781,-12.84553633,cvhm
1987,20,516.1399069,315.4944597,913.3433199,-255.6941001,cvhm
1988,20,448.5332803,431.6863356,946.6443497,-410.2718942,cvhm
1989,20,513.6471912,417.6660426,904.6365859,-410.4406864,cvhm
1990,20,395.7196972,537.579942,873.6213147,-555.7302751,cvhm
1991,20,468.8194068,441.454796,883.2643732,-389.8051936,cvhm
1992,20,437.3031845,450.7572073,938.961026,-439.9970698,cvhm
1993,20,654.3267431,205.1107436,936.9385155,-67.81022463,cvhm
1994,20,518.1031162,304.828615,937.6637431,-314.6627287,cvhm
1995,20,705.3467102,146.7393067,952.5208957,7.322862978,cvhm
1996,20,720.9083913,109.4464442,932.305435,27.65505846,cvhm
1997,20,782.3438054,129.7143042,906.5051572,17.00527923,cvhm
1998,20,562.1625389,148.3607355,1003.328019,138.736437,cvhm
1999,20,630.3512901,85.12501216,776.3750113,-10.64808306,cvhm
2000,20,610.9158569,83.50358336,786.0295288,-63.10351627,cvhm
2001,20,559.6281693,132.1464474,784.8286624,-135.2274053,cvhm
2002,20,563.7909862,162.9535947,762.429836,-241.3342117,cvhm
2003,20,560.7137606,81.88215455,788.3068013,-125.3193407,cvhm
1975,21,1096.121942,168.8983963,1292.685383,-78.40393934,cvhm
1976,21,1188.358158,33.94932414,1280.885255,-43.30814569,cvhm
1977,21,1130.261763,98.16610905,1270.330167,-65.99901959,cvhm
1978,21,1061.033469,85.18349664,1472.570875,276.107025,cvhm
1979,21,1220.118001,8.045596818,1385.962135,-4.991493134,cvhm
1980,21,1157.400186,62.43909559,1381.557398,64.30986373,cvhm
1981,21,1194.34257,45.84882525,1400.1702,-136.1704509,cvhm
1982,21,1010.505373,80.05039353,1379.995368,-103.3375797,cvhm
1983,21,1002.038533,62.79741534,1424.719758,199.0191073,cvhm
1984,21,1294.854603,22.68116004,1373.359078,-102.9496401,cvhm
1985,21,1168.299327,78.15034648,1340.796586,-167.3561369,cvhm
1986,21,1158.655783,87.419456,1370.064487,-57.91599752,cvhm
1987,21,1181.818324,69.61102334,1364.965843,-158.1043198,cvhm
1988,21,1251.291716,56.96455238,1415.396518,-144.1298229,cvhm
1989,21,1207.884361,137.3010177,1359.332626,-222.2224002,cvhm
1990,21,1236.989441,115.1959815,1280.599796,-321.3573262,cvhm
1991,21,969.2479816,302.6451677,1335.626912,-114.7403883,cvhm
1992,21,1087.052855,159.7803839,1402.25533,-301.1735415,cvhm
1993,21,1100.041477,123.9194829,1355.696446,-127.2895087,cvhm
1994,21,1004.175569,228.3440686,1435.402311,-358.8414346,cvhm
1995,21,1061.083453,171.9034564,1444.195404,138.6402611,cvhm
1996,21,1233.355988,98.56739858,1424.605939,-197.4189443,cvhm
1997,21,1142.71782,153.9802761,1396.79028,-118.8021106,cvhm
1998,21,1013.050554,80.83321244,1522.399269,260.896673,cvhm
1999,21,843.9601626,117.007291,1193.825235,-871.0213825,cvhm
2000,21,968.1475137,83.48942456,1155.854247,-1065.501953,cvhm
2001,21,959.8251966,39.53931019,1175.163644,-1169.540192,cvhm
2002,21,860.2832506,230.9608195,1114.535781,-1301.637201,cvhm
2003,21,787.036056,165.8636263,1203.12214,-1108.637592,cvhm
1975,1,127.9501654,14.26669872,692.0290302,127.2319267,c2vsim
1976,1,138.2332766,14.15949798,519.9276333,94.45088044,c2vsim
1977,1,125.0923356,16.46538549,428.2807926,50.76049636,c2vsim
1978,1,110.1752624,15.30160589,799.7476506,92.12336585,c2vsim
1979,1,131.3346288,15.61930808,625.6737064,53.6675097,c2vsim
1980,1,133.812966,14.54480065,781.3842857,70.61634193,c2vsim
1981,1,137.1613091,17.24301932,666.0526461,40.95653108,c2vsim
1982,1,132.0395037,17.98932449,839.296434,72.74029376,c2vsim
1983,1,122.4760075,18.82023024,850.5946049,85.15562494,c2vsim
1984,1,145.9571,22.16255336,666.984025,29.90683692,c2vsim
1985,1,132.8897296,25.70237786,572.5771899,3.078746088,c2vsim
1986,1,135.3351065,26.88828607,752.975089,28.96409534,c2vsim
1987,1,139.0645523,35.41804509,524.1471569,-13.18138987,c2vsim
1988,1,153.6310831,36.64385357,654.5772675,-1.569282431,c2vsim
1989,1,123.4989946,47.36332775,683.6916103,-17.41245928,c2vsim
1990,1,123.8296569,49.78174449,625.5313362,-38.99771338,c2vsim
1991,1,112.5145786,54.18337495,477.2048066,-54.52228106,c2vsim
1992,1,118.1678677,44.9578568,632.0143247,-38.50525243,c2vsim
1993,1,104.8009452,41.57008766,825.3467913,8.007072679,c2vsim
1994,1,115.1524168,50.84303989,588.8238041,-46.91335181,c2vsim
1995,1,104.4407427,59.54491205,767.3233861,17.84793554,c2vsim
1996,1,119.7846189,53.22866834,710.8934889,-12.8680148,c2vsim
1997,1,125.72716,51.9663596,641.9746243,-13.60677811,c2vsim
1998,1,102.6265502,84.61558689,855.4392815,11.46493761,c2vsim
1999,1,121.1891986,87.97994409,650.2633584,-31.8725557,c2vsim
2000,1,107.2052919,81.36886307,708.4738037,-18.31298564,c2vsim
2001,1,125.574689,79.19814805,622.280362,-44.41912416,c2vsim
2002,1,130.2687515,87.15719452,614.8338026,-30.63268313,c2vsim
2003,1,111.1435291,86.31033733,697.3993344,-7.006295548,c2vsim
1975,2,198.9799869,269.6714661,1350.259124,-96.95100457,c2vsim
1976,2,155.8758787,397.385888,1075.505557,-310.2263537,c2vsim
1977,2,106.3508788,445.0782353,1084.129853,-375.5912144,c2vsim
1978,2,163.9513845,275.0379882,1473.336474,124.4927554,c2vsim
1979,2,191.182433,290.7445213,1297.186505,-55.86410727,c2vsim
1980,2,188.5775749,267.4391507,1466.44551,89.86585398,c2vsim
1981,2,210.7937787,262.3711666,1364.534763,-44.15867158,c2vsim
1982,2,184.97499,268.3916573,1627.180281,100.8346263,c2vsim
1983,2,166.1204095,275.153104,1671.261055,279.80888,c2vsim
1984,2,210.5922773,349.1972363,1318.918331,2.435553424,c2vsim
1985,2,204.1654228,341.313528,1302.365928,-125.6233346,c2vsim
1986,2,193.4346786,309.9934712,1477.009702,47.83268617,c2vsim
1987,2,212.6248796,378.0373413,1146.345113,-167.8630884,c2vsim
1988,2,196.1694036,350.6083394,1294.023652,-95.90520002,c2vsim
1989,2,183.3413987,302.7870147,1392.074399,-60.66789123,c2vsim
1990,2,166.1181631,356.0516209,1199.95223,-184.841859,c2vsim
1991,2,165.4462017,373.815305,1144.307435,-178.123962,c2vsim
1992,2,168.2671353,324.4155601,1304.599957,-78.96947467,c2vsim
1993,2,159.4636035,281.7018494,1528.706349,125.5214528,c2vsim
1994,2,177.1621556,389.2501283,1286.090219,-132.8534166,c2vsim
1995,2,156.790725,320.0014603,1534.517499,189.0507212,c2vsim
1996,2,178.3878244,342.522612,1432.669692,58.92249168,c2vsim
1997,2,176.3926906,419.3219017,1332.899198,-21.73112497,c2vsim
1998,2,124.4905015,295.6569459,1718.401623,262.623212,c2vsim
1999,2,182.7118044,359.7289957,1374.29329,-35.68774612,c2vsim
2000,2,183.4832697,326.59236,1433.695036,-12.67326716,c2vsim
2001,2,184.3630958,337.4085935,1352.290822,-91.67208791,c2vsim
2002,2,193.1085263,377.1228097,1265.614022,-61.92320506,c2vsim
2003,2,160.2185587,329.0019207,1474.431646,33.35212605,c2vsim
1975,3,1112.583311,99.69164218,1625.297072,86.69760826,c2vsim
1976,3,1225.435965,76.33708305,1462.294336,27.86320722,c2vsim
1977,3,964.1979732,125.0157672,1392.328,-65.25271549,c2vsim
1978,3,1354.841172,49.4745182,1712.354977,134.4650389,c2vsim
1979,3,1386.137613,45.6928848,1623.184393,87.04109002,c2vsim
1980,3,1451.164682,75.38372646,1689.537262,145.29402,c2vsim
1981,3,1583.168105,94.57573413,1669.257241,92.72996096,c2vsim
1982,3,1580.715057,76.78503135,1781.994391,167.4803042,c2vsim
1983,3,1486.89777,28.85779969,1740.932767,285.8014451,c2vsim
1984,3,1602.497081,40.72976484,1499.912319,182.7142544,c2vsim
1985,3,1601.795481,93.613732,1549.499976,81.41065406,c2vsim
1986,3,1523.623698,54.12157452,1552.916112,177.5477251,c2vsim
1987,3,1291.213583,77.34078912,1457.706719,20.90304888,c2vsim
1988,3,1287.908884,76.70226386,1540.008145,44.73568764,c2vsim
1989,3,1340.381279,121.7804829,1656.519029,-14.73657011,c2vsim
1990,3,1104.297381,128.5085893,1536.559083,-92.82739445,c2vsim
1991,3,997.6291426,141.0678954,1476.840846,-103.3796434,c2vsim
1992,3,854.5388235,234.2389464,1493.337017,-146.5929548,c2vsim
1993,3,1057.642886,203.5855364,1667.746693,0.04816307,c2vsim
1994,3,985.7697355,374.3442153,1663.451309,-212.6883525,c2vsim
1995,3,1034.311236,213.8882801,1753.478018,43.6539866,c2vsim
1996,3,1080.557519,202.7077324,1676.723859,18.95946185,c2vsim
1997,3,1156.549251,277.7243468,1691.616019,-41.9439623,c2vsim
1998,3,983.676947,298.0286623,1863.904657,61.55107327,c2vsim
1999,3,1221.15374,201.3425933,1731.401327,0.871339156,c2vsim
2000,3,1218.592833,240.4835877,1812.946885,-23.40850998,c2vsim
2001,3,1311.070987,153.2707077,1688.888598,23.11582585,c2vsim
2002,3,1273.437082,195.5848534,1592.572808,29.18366674,c2vsim
2003,3,1233.426605,233.1394048,1834.672202,-7.616597659,c2vsim
1975,4,722.6439481,105.5088898,1064.23849,-60.95612823,c2vsim
1976,4,756.7199547,154.1220488,1023.291979,-118.6105121,c2vsim
1977,4,644.6033026,149.1058234,981.4005852,-119.0394323,c2vsim
1978,4,685.6222119,49.46734231,1043.363279,134.7094207,c2vsim
1979,4,690.035655,108.3627329,1045.685048,-39.50983818,c2vsim
1980,4,715.6957526,78.5409435,1078.000306,58.15372588,c2vsim
1981,4,739.5993439,140.8930363,1078.58512,-44.32419871,c2vsim
1982,4,699.4746003,58.21170282,1114.503037,122.7712025,c2vsim
1983,4,491.472841,50.56524991,1052.239725,125.0448013,c2vsim
1984,4,653.5013222,108.8639216,1002.645083,-113.7786546,c2vsim
1985,4,652.8625812,132.8821195,965.2257166,-78.32292253,c2vsim
1986,4,612.4490381,51.50635642,1004.321267,82.04981162,c2vsim
1987,4,631.1368645,142.0701831,905.9373592,-85.88976795,c2vsim
1988,4,607.6753055,202.9054216,1019.56399,-64.37060617,c2vsim
1989,4,596.8060547,248.9050125,1031.275207,-33.6765377,c2vsim
1990,4,610.1364007,172.7107952,1011.410799,-51.62684116,c2vsim
1991,4,547.2954415,226.1964653,971.8026034,-78.3273903,c2vsim
1992,4,549.0470911,184.0419953,1007.419721,-26.76914823,c2vsim
1993,4,574.6673726,193.060236,1103.235051,90.31183125,c2vsim
1994,4,602.2976524,343.4614694,1084.741573,-107.9650809,c2vsim
1995,4,560.6081393,222.54294,1130.479991,168.0188093,c2vsim
1996,4,558.2458554,255.6050731,1095.551355,-46.15032718,c2vsim
1997,4,628.4132286,263.6236243,1084.391822,-9.769779095,c2vsim
1998,4,535.9096285,195.4209523,1132.557454,137.4904616,c2vsim
1999,4,657.0398514,227.6636754,1033.238865,-67.32093084,c2vsim
2000,4,678.8569377,217.4666049,1095.723345,6.544963083,c2vsim
2001,4,614.0239903,198.9343766,1010.053631,-50.03961151,c2vsim
2002,4,647.7420261,144.8308022,995.7624867,13.62879093,c2vsim
2003,4,597.3328969,259.7173164,1106.454419,-18.03947666,c2vsim
1975,5,1223.717228,427.5379062,1882.764486,-143.044352,c2vsim
1976,5,1180.169555,397.3103714,1722.784097,-163.162816,c2vsim
1977,5,835.1912686,680.0458884,1595.737154,-392.5641125,c2vsim
1978,5,1024.026196,224.3708526,1816.808447,198.0438042,c2vsim
1979,5,1174.159468,250.8802061,1772.101928,24.43816535,c2vsim
1980,5,1165.910954,392.2299035,1928.55962,1.875098444,c2vsim
1981,5,1211.855788,469.1859259,1851.58862,-141.2241642,c2vsim
1982,5,1076.084431,350.0568224,2005.582765,127.3220374,c2vsim
1983,5,922.9366769,521.0401056,2020.379915,8.734195739,c2vsim
1984,5,1134.884118,257.7952839,1743.912286,24.94111206,c2vsim
1985,5,1183.945989,239.0816544,1602.610173,-2.406005131,c2vsim
1986,5,1156.012526,185.8474861,1757.84611,173.8839116,c2vsim
1987,5,1163.152091,262.2071145,1566.576084,-65.22660255,c2vsim
1988,5,1158.873224,368.4002748,1708.958523,-89.58074006,c2vsim
1989,5,1155.795968,371.1597723,1760.039127,-39.46948659,c2vsim
1990,5,1189.235593,368.6069225,1730.67405,-89.52607136,c2vsim
1991,5,783.3217322,716.0646551,1679.274661,-347.0366193,c2vsim
1992,5,823.9407535,572.3696196,1722.852483,-185.2541377,c2vsim
1993,5,1045.980462,402.1237712,1896.941788,80.45535611,c2vsim
1994,5,1091.048128,692.9139743,1840.312601,-276.7868245,c2vsim
1995,5,1117.58708,469.2517472,1995.543739,172.1754869,c2vsim
1996,5,1233.585361,468.6610431,1939.657348,-39.90698266,c2vsim
1997,5,1295.215922,555.7060455,1904.992836,-57.5341875,c2vsim
1998,5,1169.98575,487.5187736,2050.320967,133.649218,c2vsim
1999,5,1362.589811,462.0301972,1845.009417,-38.33842333,c2vsim
2000,5,1403.612904,491.1058557,1906.46295,2.057647224,c2vsim
2001,5,1330.894277,563.0842965,1853.449422,-132.2596407,c2vsim
2002,5,1363.614882,504.5886917,1867.746577,14.97343552,c2vsim
2003,5,1299.999391,554.066361,1942.073779,-8.801415654,c2vsim
1975,6,353.2620746,359.8893723,1340.976112,-112.0391192,c2vsim
1976,6,374.0527334,422.9739923,1073.606192,-227.6736794,c2vsim
1977,6,244.3229508,523.5253373,1110.663893,-310.4002086,c2vsim
1978,6,364.891535,250.2075314,1502.45782,175.5616917,c2vsim
1979,6,395.0186835,257.7109833,1282.863935,-30.0961308,c2vsim
1980,6,379.9852095,261.5809101,1498.302951,66.79779188,c2vsim
1981,6,412.4829344,327.9274868,1184.513742,-73.87519213,c2vsim
1982,6,357.1892117,231.4954019,1619.540403,143.9910345,c2vsim
1983,6,285.840358,234.3273215,1661.975076,132.7525971,c2vsim
1984,6,446.4354193,267.6168371,1246.353019,-36.7005125,c2vsim
1985,6,404.2785276,272.1339394,1233.918461,-59.24603881,c2vsim
1986,6,353.0180229,186.3479895,1428.759686,133.4921247,c2vsim
1987,6,438.2284625,201.9901978,1087.511457,-61.90864452,c2vsim
1988,6,398.3017962,162.2115697,1168.443606,24.28760952,c2vsim
1989,6,374.6908828,206.7337346,1168.652272,-26.5472798,c2vsim
1990,6,225.9659937,334.7746166,1165.512527,-173.9115373,c2vsim
1991,6,264.5056304,352.9862426,1103.825554,-97.01818311,c2vsim
1992,6,261.3574386,288.1794942,1175.041653,-63.78821138,c2vsim
1993,6,362.0247522,158.8635993,1397.700926,125.4923632,c2vsim
1994,6,373.5281561,199.36878,1130.780507,-63.54092367,c2vsim
1995,6,347.5177402,155.3892753,1433.149727,166.5141726,c2vsim
1996,6,384.2749092,162.1729711,1396.62681,48.97065495,c2vsim
1997,6,460.4145817,158.6826981,1272.563928,48.30898611,c2vsim
1998,6,376.2636537,242.2006373,1606.49798,88.52703748,c2vsim
1999,6,407.3966292,326.7886614,1321.345488,-93.58630188,c2vsim
2000,6,439.4089607,297.2218568,1374.307666,-41.08242818,c2vsim
2001,6,429.5848527,301.7589882,1292.463864,-80.4888099,c2vsim
2002,6,428.8150474,322.3253305,1310.723273,-16.24732995,c2vsim
2003,6,373.1816224,296.1588477,1414.223505,13.31618052,c2vsim
1975,7,506.1827828,318.5120518,937.1528553,-64.55164879,c2vsim
1976,7,446.2136104,373.411784,799.5854631,-135.3788978,c2vsim
1977,7,223.3691194,527.9924311,787.555771,-285.9535405,c2vsim
1978,7,430.5440393,305.6304149,924.9569538,-9.325597743,c2vsim
1979,7,504.6161719,291.0973144,900.1233229,-23.0441265,c2vsim
1980,7,505.1316155,280.053838,907.3197503,7.544523865,c2vsim
1981,7,461.0895307,429.6867905,920.9307727,-145.3241463,c2vsim
1982,7,464.452294,370.9669671,1031.85625,-15.21696392,c2vsim
1983,7,414.305827,221.1155301,982.9087087,101.6877707,c2vsim
1984,7,496.3496147,361.7499062,902.0388787,-54.54625241,c2vsim
1985,7,442.4295416,381.8947427,864.0132155,-86.39651138,c2vsim
1986,7,431.6409469,320.7559196,937.7005446,3.429815652,c2vsim
1987,7,406.4170124,371.3338696,812.6427252,-89.64138559,c2vsim
1988,7,373.5258448,456.1988984,855.7319545,-147.4034168,c2vsim
1989,7,445.5071029,374.1932894,911.8760192,-52.7504449,c2vsim
1990,7,430.4690988,417.8639916,881.7007272,-118.9948145,c2vsim
1991,7,390.8186444,416.7129836,825.7180517,-122.5412966,c2vsim
1992,7,405.6249869,435.8329384,871.0000227,-127.9054287,c2vsim
1993,7,418.3025746,420.8499247,979.6316125,-64.63230332,c2vsim
1994,7,420.085987,533.3242838,925.548015,-201.5039302,c2vsim
1995,7,402.9820086,482.3070375,1017.669008,-76.57350293,c2vsim
1996,7,443.8525114,421.4590165,977.9825109,-58.9812508,c2vsim
1997,7,482.954442,431.1694837,917.3519903,-64.16561291,c2vsim
1998,7,429.1693698,414.3799675,1021.587784,-10.71954484,c2vsim
1999,7,495.1960067,419.5084753,877.1851503,-50.5595012,c2vsim
2000,7,499.130674,416.8375544,930.1148163,-44.07885777,c2vsim
2001,7,434.8943894,416.3226809,867.7692299,-77.33535633,c2vsim
